45.8884773254, 44.1365852356, 45.6033096313, 26.3055534363
45.6033096313, 26.3055534363, 44.8757896423, 26.4672584534
44.8757896423, 26.4672584534, 44.646949768, 7.3007774353
44.646949768, 7.3007774353, 50.8527297974, 7.12305545807
50.8527297974, 7.12305545807, 50.8231964111, -6.33679199219
50.8231964111, -6.33679199219, 20.1610031128, -5.77700519562
20.1610031128, -5.77700519562, 19.8872337341, -39.6826286316
19.8872337341, -39.6826286316, 18.3605327606, -39.773853302
18.3605327606, -39.773853302, 17.8892688751, -58.6879196167
17.8892688751, -58.6879196167, -2.63812971115, -58.8948898315
-2.63812971115, -58.8948898315, -2.60569524765, -33.7505264282
-2.60569524765, -33.7505264282, 0.17863214016, -33.8109588623
0.17863214016, -33.8109588623, 0.1898373365, -24.6686630249
0.1898373365, -24.6686630249, -2.50938034058, -24.5558013916
-2.50938034058, -24.5558013916, -2.33560705185, -23.0016918182
-2.33560705185, -23.0016918182, 7.85966873169, -23.176235199
7.85966873169, -23.176235199, 7.95979833603, -20.0636920929
7.95979833603, -20.0636920929, -2.42171430588, -19.956178665
-2.42171430588, -19.956178665, -2.41197490692, -17.9459381104
-2.41197490692, -17.9459381104, 2.02928972244, -17.784702301
2.02928972244, -17.784702301, 2.03152894974, -14.130645752
2.03152894974, -14.130645752, -2.40861654282, -13.6826705933
-2.40861654282, -13.6826705933, -2.3940615654, -1.32277488708
-2.3940615654, -1.32277488708, -3.17707014084, -1.22847747803
-3.17707014084, -1.22847747803, -3.44169664383, -2.46998214722
-3.44169664383, -2.46998214722, -7.62567090988, -2.63053607941
-7.62567090988, -2.63053607941, -7.81211996078, -8.89353752136
-7.81211996078, -8.89353752136, -20.8699150085, -9.56315422058
-20.8699150085, -9.56315422058, -20.8531208038, 4.35436820984
-20.8531208038, 4.35436820984, -2.30225515366, 4.26602363586
-2.30225515366, 4.26602363586, -2.12120199203, 13.5920200348
-2.12120199203, 13.5920200348, 0.584213614464, 13.6750831604
0.584213614464, 13.6750831604, 0.760113120079, 15.8978443146
0.760113120079, 15.8978443146, 7.38820314407, 16.0051593781
7.38820314407, 16.0051593781, 7.19696092606, 5.60862541199
7.19696092606, 5.60862541199, 10.8568677902, 5.55544471741
10.8568677902, 5.55544471741, 11.1472511292, 21.2045574188
11.1472511292, 21.2045574188, 22.3927612305, 21.1510601044
22.3927612305, 21.1510601044, 22.2695732117, 3.71056365967
22.2695732117, 3.71056365967, 23.924161911, 3.52135753632
23.924161911, 3.52135753632, 24.1230010986, 20.4666233063
24.1230010986, 20.4666233063, 33.7982444763, 20.5047626495
33.7982444763, 20.5047626495, 33.9637145996, 44.4147987366
7.10517692566, -6.49290895462, 5.25941467285, -6.37657546997
5.25941467285, -6.37657546997, 5.18062925339, -15.8334598541
5.18062925339, -15.8334598541, 7.02699708939, -15.8396701813
7.02699708939, -15.8396701813, 7.16610193253, -6.56421756744
