43.6793441772, 41.32076644, 43.5483474731, 5.92345046997
43.5483474731, 5.92345046997, 43.9065933228, 5.75364112854
43.9065933228, 5.75364112854, 44.1894264221, 6.56457901001
44.1894264221, 6.56457901001, 50.3189620972, 6.56454467773
50.3189620972, 6.56454467773, 50.1621627808, -3.32545852661
50.1621627808, -3.32545852661, 44.1705627441, -3.41250801086
44.1705627441, -3.41250801086, 44.0561447144, -3.03333282471
44.0561447144, -3.03333282471, 43.435211181, -3.05408859253
43.435211181, -3.05408859253, 43.5483398438, -4.33660507202
43.5483398438, -4.33660507202, 39.3797988892, -4.51593589783
39.3797988892, -4.51593589783, 39.3798065186, -5.96815490723
39.3798065186, -5.96815490723, 35.6136245728, -5.97312355042
35.6136245728, -5.97312355042, 35.3498191833, -4.42770004272
35.3498191833, -4.42770004272, 21.7048244476, -4.23017978668
21.7048244476, -4.23017978668, 20.9246578217, -4.38413667679
20.9246578217, -4.38413667679, 20.5760593414, -4.72437047958
20.5760593414, -4.72437047958, 20.3352203369, -5.26954221725
20.3352203369, -5.26954221725, 20.1368274689, -29.7668190002
20.1368274689, -29.7668190002, 17.9320983887, -29.7533855438
17.9320983887, -29.7533855438, 18.0042877197, -34.9476051331
18.0042877197, -34.9476051331, 19.7211608887, -34.9472198486
19.7211608887, -34.9472198486, 20.2276611328, -35.3979148865
20.2276611328, -35.3979148865, 18.7671546936, -35.6508178711
18.7671546936, -35.6508178711, 18.7527999878, -44.2420425415
18.7527999878, -44.2420425415, 21.558731079, -44.2524147034
21.558731079, -44.2524147034, 21.9243831635, -62.4911651611
21.9243831635, -62.4911651611, 1.5331363678, -62.4782066345
1.5331363678, -62.4782066345, 1.44872283936, -59.075050354
1.44872283936, -59.075050354, -1.43876647949, -59.0094680786
-1.43876647949, -59.0094680786, -1.30632972717, -46.1225013733
-1.30632972717, -46.1225013733, 2.8927459716, -45.9663696289
2.8927459716, -45.9663696289, 2.88360786438, -45.4619522095
2.88360786438, -45.4619522095, 1.76648521423, -45.3333129883
1.76648521423, -45.3333129883, 1.63978004456, -43.0112075806
1.63978004456, -43.0112075806, 2.83231163025, -42.8364715576
2.83231163025, -42.8364715576, 2.88854598999, -42.0355072021
2.88854598999, -42.0355072021, -1.31446266174, -42.1381530762
-1.31446266174, -42.1381530762, -1.2909078598, -38.965942382
-1.2909078598, -38.965942382, -2.00556135178, -38.8636016846
-2.00556135178, -38.8636016846, -1.95940208435, -35.3743438721
-1.95940208435, -35.3743438721, 0.601809501648, -35.1530570984
0.601809501648, -35.1530570984, 0.744911193848, -25.6538848877
0.744911193848, -25.6538848877, -2.0875153541, -25.5296516418
-2.0875153541, -25.5296516418, -2.4868311882, 9.58244228363
-2.4868311882, 9.58244228363, -2.33604812622, -22.7037239075
-2.33604812622, -22.7037239075, 8.62998867035, -22.3998146057
8.62998867035, -22.3998146057, 8.5554523468, -19.8733386993
8.5554523468, -19.8733386993, -2.48037528992, -20.0497398376
-2.48037528992, -20.0497398376, -2.43129730225, -17.6472854614
-2.43129730225, -17.6472854614, 3.28146505356, -17.3675632477
3.28146505356, -17.3675632477, 3.52889919281, -15.6055345535
3.52889919281, -15.6055345535, 7.7052936554, -15.4498872757
7.7052936554, -15.4498872757, 7.80719184875, -6.38710975647
7.80719184875, -6.38710975647, 5.11388778687, -6.43067073822
5.11388778687, -6.43067073822, 3.45280361176, -13.1036720276
3.45280361176, -13.1036720276, -2.45792293549,-13.2561378479
-2.45792293549,-13.2561378479, -2.4868311882, 9.58244228363
-2.4868311882, 9.58244228363, -3.6490244865, 9.51554203033
-3.6490244865, 9.51554203033, -3.64210271835, 13.5973386765
-3.64210271835, 13.5973386765, -0.505603313446, 13.8086042404
-0.505603313446, 13.8086042404, -0.371161937714, 15.5526418686
-0.371161937714, 15.5526418686, 5.49608230591, 15.6544141769
5.49608230591, 15.6544141769, 5.57921028137, 5.10872077942
5.57921028137, 5.10872077942, 11.0152444839, 5.10548305511
11.0152444839, 5.10548305511, 11.0699691772, 17.7049388885
11.0699691772, 17.7049388885, 15.4576644897, 17.842924118
15.4576644897, 17.842924118, 15.5846366882, 15.8514175415
15.5846366882, 15.8514175415, 15.8587646484, 15.4877357483
15.8587646484, 15.4877357483, 16.3989009857, 15.5809650421
16.3989009857, 15.5809650421, 16.7274131775, 16.0324726105
16.7274131775, 16.0324726105, 16.7782974243, 17.76014328
16.7782974243, 17.76014328, 20.7341117859, 17.854942321
20.7341117859, 17.854942321, 20.8913440704, 5.0021810531
20.8913440704, 5.0021810531, 25.4434928894, 5.0452299118
25.4434928894, 5.0452299118, 25.4419174194, 10.2484064102
25.4419174194, 10.2484064102, 27.8484611511, 10.316283226
27.8484611511, 10.316283226, 28.6687698364, 10.5406675339
28.6687698364, 10.5406675339, 29.2783908844, 10.8500556946
29.2783908844, 10.8500556946, 30.0819587708, 12.9134721756
30.0819587708, 12.9134721756, 30.5853061676, 20.8958930969
30.5853061676, 20.8958930969, 33.3039703369, 21.0953922272
33.3039703369, 21.0953922272, 33.4105911255, 22.4016819
33.4105911255, 22.4016819, 30.7947711945, 22.4900455475
30.7947711945, 22.4900455475, 30.6777229309, 25.4247131348
30.6777229309, 25.4247131348, 32.8263168335, 25.587896347
32.8263168335, 25.587896347, 32.9672012329, 31.06757164
32.9672012329, 31.06757164, 30.5415992737, 31.0670852661
30.5415992737, 31.0670852661, 30.4412269592, 37.3145294189
30.4412269592, 37.3145294189, 30.0305633545, 37.5998191833
30.0305633545, 37.5998191833, 27.0860595703, 37.540512085
27.0860595703, 37.540512085, 27.4221916199, 41.3190040588
